"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.514389488E0,1.197097778E0,9.528930664E0,-2.154846191E-1,9.606247775E0
1.519424888E0,1.053451538E0,9.514556885E0,-2.873229980E-2,9.572741426E0
1.524460289E0,9.097900391E-1,9.509765625E0,1.101379395E-1,9.553820729E0
1.529495689E0,7.565612793E-1,9.471466064E0,2.681579590E-1,9.505417564E0
1.534500572E0,6.177062988E-1,9.423583984E0,4.501037598E-1,9.454527464E0
1.539535972E0,4.836273193E-1,9.356536865E0,5.650329590E-1,9.386050274E0
1.544571373E0,3.351898193E-1,9.260772705E0,7.182617188E-1,9.294630881E0
1.549606773E0,2.346343994E-1,9.150634766E0,8.954315186E-1,9.197334805E0
1.554611656E0,1.628112793E-1,9.121902466E0,1.072601318E0,9.186189945E0
1.559647056E0,1.532287598E-1,9.107543945E0,1.177947998E0,9.184682752E0
1.564682457E0,1.005554199E-1,9.107543945E0,1.264144897E0,9.195408117E0
1.569717857E0,4.788208008E-2,9.078811646E0,1.402999878E0,9.186703557E0
1.574722740E0,1.053466797E-1,8.987838745E0,1.398208618E0,9.096555973E0
1.579758140E0,7.182312012E-2,8.877700806E0,1.474822998E0,8.999657384E0
1.584793541E0,8.619689941E-2,8.805877686E0,1.642425537E0,8.958151225E0
1.589798424E0,1.197052002E-1,8.777145386E0,1.810012817E0,8.962631135E0
1.594833824E0,1.388702393E-1,8.671798706E0,1.910568237E0,8.880858558E0
1.599869224E0,1.005554199E-1,8.585601807E0,2.015914917E0,8.819670216E0
1.604904625E0,1.388702393E-1,8.523361206E0,2.102111816E0,8.779854514E0
1.609909508E0,2.346343994E-1,8.508987427E0,2.217025757E0,8.796199380E0
1.614944908E0,3.399810791E-1,8.494628906E0,2.375045776E0,8.826955864E0
1.619980308E0,4.357452393E-1,8.504211426E0,2.518707275E0,8.880054742E0
1.625015709E0,5.315093994E-1,8.508987427E0,2.571365356E0,8.904902530E0
1.630020592E0,5.841827393E-1,8.523361206E0,2.571365356E0,8.921932275E0
1.635055992E0,6.368560791E-1,8.556884766E0,2.513916016E0,8.941232370E0
1.640091392E0,6.368560791E-1,8.571243286E0,2.418136597E0,8.928559891E0
1.645126793E0,5.602416992E-1,8.671798706E0,2.312805176E0,8.992387411E0
